age,workclass,education,education_num,marital_status,occupation,relationship,race,gender,hours_per_week,native_country
21, Private, Some-college,10, Never-married, Sales, Own-child, Black, Female,20, United-States
22, Private, HS-grad,9, Married-civ-spouse, Other-service, Own-child, Black, Male,40, United-States
52, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, El-Salvador
36, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States
25, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,60, United-States
49, Self-emp-not-inc, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,70, United-States
42, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,50, United-States
37, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,54, United-States
39, Private, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,40, United-States
32, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States
53, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
30, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
51, Private, Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Female,40, United-States
62, Local-gov, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, Black, Female,40, United-States
38, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico
23, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,40, United-States
39, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States
37, Federal-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,40, United-States
27,, Assoc-acdm,12, Married-civ-spouse,, Wife, White, Female,40, United-States
41, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States
47, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States
25, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Black, Female,40, United-States
35, Private, Assoc-acdm,12, Divorced, Other-service, Unmarried, White, Female,50, United-States
47, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States
30, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,40, Puerto-Rico
29, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States
36, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,50, United-States
42, Private, Bachelors,13, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,60, United-States
51, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States
34, Private, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Male,40, United-States
44, Self-emp-inc, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,60, Portugal
27, Private, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,41, United-States
39, Private, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, Black, Male,40, United-States
46, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States
32, Self-emp-not-inc, HS-grad,9, Divorced, Sales, Own-child, White, Male,62, United-States
31, Private, Bachelors,13, Never-married, Sales, Not-in-family, Black, Female,50, United-States
23, Private, 11th,7, Never-married, Craft-repair, Unmarried, White, Male,35, United-States
47, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States
66, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,99, United-States
26, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States
52, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States
53, Self-emp-inc, 11th,7, Widowed, Exec-managerial, Not-in-family, White, Female,30, United-States
48, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, Japan
37, Self-emp-inc, Assoc-acdm,12, Separated, Exec-managerial, Unmarried, White, Male,50, United-States
17, Private, 11th,7, Never-married, Other-service, Own-child, White, Female,5, United-States
50, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
28,, HS-grad,9, Never-married,, Other-relative, White, Female,40, Mexico
17, Federal-gov, 11th,7, Never-married, Adm-clerical, Not-in-family, Black, Female,40, United-States
39, Private, Some-college,10, Divorced, Craft-repair, Unmarried, Black, Male,40, United-States
28, Federal-gov, Bachelors,13, Never-married, Tech-support, Not-in-family, Black, Female,40, United-States
38, Private, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States
53, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States
28, Local-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States
42, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,32, United-States
40, Private, 9th,5, Never-married, Transport-moving, Not-in-family, White, Male,45, United-States
20, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States
32, State-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States
23, State-gov, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,40, United-States
25, Private, Bachelors,13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,40, Vietnam
41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,40, Taiwan
42, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
18, Private, 12th,8, Never-married, Sales, Own-child, White, Male,14, United-States
29, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, Germany
36, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States
34, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
34, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,44, United-States
48, State-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States
36, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,80, United-States
67, Federal-gov, HS-grad,9, Widowed, Other-service, Unmarried, White, Male,40, United-States
53, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
53, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
45, Private, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Male,45, United-States
22, Private, 10th,6, Separated, Other-service, Unmarried, White, Female,35, United-States
25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,43, United-States
61, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,40, United-States
31, Local-gov, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,40, United-States
47, Self-emp-inc, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,38, Germany
31, Private, 1st-4th,2, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States
17, Private, 9th,5, Never-married, Sales, Other-relative, Other, Female,32, Mexico
38, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,50, United-States
23, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40,
42, Private, Some-college,10, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,40, United-States
78, Private, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,36, United-States
54, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
26, Local-gov, Bachelors,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,50, United-States
30, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States
46, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
26, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,45, United-States
30, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,35, United-States
66, Local-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Black, Male,35, Jamaica
23, Private, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,40, United-States
25, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Male,40, United-States
32, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States
25, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,38, United-States
51, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States
24, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States
22, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Female,40, United-States
28, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States
29, Local-gov, 11th,7, Divorced, Other-service, Unmarried, Black, Female,20, United-States
26, Private, Bachelors,13, Never-married, Other-service, Own-child, White, Male,40, United-States
41, Federal-gov, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States
19, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,35, United-States
39, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,26,
51, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States
29,, HS-grad,9, Separated,, Unmarried, Black, Female,20, United-States
27, Private, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, Mexico
33, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,40, United-States
19, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,8, United-States
67,, HS-grad,9, Married-civ-spouse,, Husband, Black, Male,20, United-States
41, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States
29, Federal-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
28, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States
25, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,40, United-States
21, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,36, United-States
24, Local-gov, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,50, United-States
48, Private, 11th,7, Divorced, Other-service, Not-in-family, White, Female,31, United-States
46, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States
35, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,50, United-States
35, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
50, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
22, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,40,
45, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States
62, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States
39, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States
33, Local-gov, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,40, United-States
22, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Female,30, United-States
50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States
25, Private, 11th,7, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States
44, Private, Some-college,10, Divorced, Other-service, Unmarried, White, Female,40, United-States
26, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States
31, State-gov, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,50, United-States
56, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,15, United-States
49, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,40, United-States
49, Private, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
46, Private, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,43, United-States
33, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,40, United-States
25, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,30, United-States
40, Private, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States
72,, 7th-8th,4, Divorced,, Not-in-family, White, Male,30, United-States
32, State-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,10, United-States
44, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,55, United-States
48, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,30, United-States
17, Private, 10th,6, Never-married, Sales, Own-child, White, Female,12, United-States
50, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,36, United-States
61, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,34, United-States
22, Local-gov, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,40, United-States
17, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,17, United-States
49, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States
26, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,50, United-States
19, State-gov, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,10, United-States
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,16, United-States
38, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States
34, Local-gov, Assoc-voc,11, Divorced, Protective-serv, Own-child, Asian-Pac-Islander, Male,40, United-States
51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States
48, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,42, United-States
63, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States
19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,40, United-States
73, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,36, United-States
51, Private, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,43, United-States
38, Private, Masters,14, Married-civ-spouse, Other-service, Husband, Black, Male,40,
54, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States
41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
65,, Bachelors,13, Married-civ-spouse,, Husband, White, Male,40, United-States
36, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States
42, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Other, Male,40, United-States
38, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
20,, Some-college,10, Never-married,, Own-child, White, Male,40, United-States
37, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States
35, State-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
51, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
23, Private, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States
27, State-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,40, United-States
19,, Some-college,10, Never-married,, Own-child, White, Male,16, United-States
37, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,42, United-States
29, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States
33, Private, 1st-4th,2, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,32, Mexico
60, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States
22, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,20, United-States
22,, Some-college,10, Never-married,, Own-child, Black, Male,20, United-States
60, State-gov, Assoc-voc,11, Widowed, Other-service, Not-in-family, Black, Female,37, United-States
35, Private, 11th,7, Separated, Other-service, Unmarried, White, Male,20, United-States
45, Private, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States
30, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,40, Vietnam
43, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,70, United-States
32, State-gov, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female,38, United-States
35, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,42, United-States
32, Private, Assoc-voc,11, Divorced, Other-service, Unmarried, Black, Female,40, United-States
61, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,40, United-States
40, State-gov, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States
20,, 10th,6, Never-married,, Not-in-family, White, Female,30, United-States
42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,60, United-States
21, Private, Some-college,10, Never-married, Sales, Unmarried, White, Female,35, United-States
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,20, United-States
26, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States
36, State-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States
24, Private, Bachelors,13, Married-civ-spouse, Sales, Other-relative, White, Male,40, United-States
47, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,57, United-States
51, Private, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, White, Male,30, United-States
65,, HS-grad,9, Widowed,, Not-in-family, Black, Female,40, United-States
61, Private, Bachelors,13, Divorced, Priv-house-serv, Not-in-family, White, Female,12,
67, Private, Some-college,10, Widowed, Sales, Not-in-family, White, Female,25, Nicaragua
49, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,25, United-States
63,, HS-grad,9, Married-civ-spouse,, Husband, White, Male,40, United-States
58, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States
61, Private, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, White, Female,40, United-States
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,35, United-States
19, Private, Some-college,10, Never-married, Tech-support, Other-relative, Asian-Pac-Islander, Male,40, Vietnam
29, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States
43, Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States
60, Self-emp-not-inc, HS-grad,9, Divorced, Sales, Not-in-family, Black, Male,55, United-States
21, Private, Some-college,10, Never-married, Sales, Unmarried, White, Male,40, United-States
22, Private, HS-grad,9, Separated, Sales, Unmarried, White, Female,40, United-States
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, United-States
36, Private, Bachelors,13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,50, China
37, Private, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male,46, United-States
35, Private, Assoc-acdm,12, Married-AF-spouse, Adm-clerical, Wife, White, Female,40, United-States
17, Private, 10th,6, Never-married, Priv-house-serv, Own-child, White, Male,30, United-States
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States
22,, HS-grad,9, Never-married,, Not-in-family, White, Female,45, United-States
28, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
42, Private, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States
57, Self-emp-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60, Hungary
26, Private, Some-college,10, Never-married, Farming-fishing, Other-relative, White, Female,65, United-States
45, Local-gov, 11th,7, Married-civ-spouse, Other-service, Husband, Black, Male,50, United-States
32, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,44, United-States
63, Private, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,43, United-States
22, Private, Some-college,10, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,20, South
36, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States
45, State-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States
34, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States
27, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,60, United-States
20,, Some-college,10, Never-married,, Own-child, White, Female,20, United-States
47, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,56, United-States
46, Private, 7th-8th,4, Never-married, Other-service, Own-child, White, Male,52, United-States
28, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Female,40, United-States
45, Private, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,40, United-States
26, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,40, Thailand
32, Self-emp-not-inc, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States
30, Local-gov, 12th,8, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States
59, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,40, Puerto-Rico
58, State-gov, Doctorate,16, Never-married, Exec-managerial, Not-in-family, White, Female,43, United-States
45, Private, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,30, United-States
76, Self-emp-not-inc, Some-college,10, Widowed, Transport-moving, Not-in-family, White, Male,40, United-States
38, Private, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,40, United-States
32, Private, Masters,14, Never-married, Sales, Own-child, Black, Male,40, United-States
38, Self-emp-not-inc, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,50, United-States
30, Private, Assoc-acdm,12, Never-married, Prof-specialty, Unmarried, Black, Female,36, United-States
53, Self-emp-inc, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, Greece
41, Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,
27, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,50, United-States
44, Local-gov, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,30, United-States
35, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,50, United-States
36, Private, 1st-4th,2, Never-married, Other-service, Other-relative, Other, Female,40, El-Salvador
51, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,10, United-States
42, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States
40, Self-emp-not-inc, Bachelors,13, Married-AF-spouse, Prof-specialty, Husband, White, Male,50, United-States
45, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States
55, Private, 9th,5, Divorced, Craft-repair, Unmarried, White, Female,37, United-States
36, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States
57, Federal-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States
27, Private, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Female,45, United-States
62, Private, Masters,14, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States
29, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,55, United-States
38, Self-emp-not-inc, Bachelors,13, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,30, United-States
29, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States
18,, Some-college,10, Never-married,, Own-child, White, Male,30, United-States
19,, 12th,8, Never-married,, Own-child, Black, Male,30, United-States
32, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States
34, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States
25, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,55, United-States
34, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,35, United-States
37, State-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,38, United-States
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States
18, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,25, United-States
24, Private, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,40, United-States
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Female,30, United-States
35, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,40, United-States
31, Private, Assoc-voc,11, Separated, Tech-support, Unmarried, Black, Female,32, United-States
29, Private, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,60, United-States
49, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States
71,, Bachelors,13, Married-civ-spouse,, Husband, White, Male,10, United-States
35, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States
55, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States
37, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico
33, Local-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,18, United-States
49, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,45, United-States
32, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,45, United-States
63,, 11th,7, Separated,, Not-in-family, Black, Male,40, United-States
39, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States
42, Local-gov, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, El-Salvador
30, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, United-States
30, Private, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States
48, Self-emp-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States
57, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,10, United-States
56, Private, 10th,6, Divorced, Other-service, Unmarried, Black, Female,45, United-States
28, Private, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,40, Honduras
43, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,24, United-States
46, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States
60, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States
50, Local-gov, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,65, United-States
37, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States
41, Private, HS-grad,9, Divorced, Priv-house-serv, Other-relative, Black, Female,40, United-States
38, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,38, United-States
23, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,40, United-States
59, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States
72, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,60, United-States
47, Local-gov, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,33, United-States
29, Private, Assoc-voc,11, Never-married, Craft-repair, Other-relative, White, Male,40, United-States
35, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States
